Date,Open,High,Low,Close,Adj Close,Volume
2018-05-22,47.095001,47.220001,46.695,46.790001,44.716045,60962800
2018-05-23,46.587502,47.125,46.439999,47.09,45.002747,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,44.952572,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145,45.055305,69844000
2018-05-29,46.900002,47.1875,46.717499,46.974998,44.892845,90056400
2018-05-30,46.93,47.0,46.695,46.875,44.797287,74762000
2018-05-31,46.805,47.057499,46.535,46.717499,44.646755,109931200
2018-06-01,46.997501,47.564999,46.9375,47.560001,45.451923,93770000
2018-06-04,47.91,48.355,47.837502,47.9575,45.831795,105064800
2018-06-05,48.267502,48.485001,48.09,48.327499,46.185394,86264000
2018-06-06,48.407501,48.52,47.98,48.494999,46.345478,83734400
2018-06-07,48.535,48.549999,48.084999,48.365002,46.221237,85388800
2018-06-08,47.7925,48.0,47.442501,47.924999,45.800739,106627200
2018-06-11,47.837502,47.9925,47.552502,47.807499,45.688442,73234000
2018-06-12,47.8475,48.1525,47.787498,48.07,45.939304,67644400
2018-06-13,48.105,48.220001,47.610001,47.674999,45.56181,86553600
2018-06-14,47.887501,47.892502,47.555,47.700001,45.585709,86440400
2018-06-15,47.5075,47.540001,47.064999,47.209999,45.117432,246876800
2018-06-18,46.970001,47.305,46.799999,47.185001,45.093536,73939600
2018-06-19,46.285,46.5825,45.862499,46.422501,44.364841,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625,44.558361,82514800
2018-06-21,46.8125,47.087502,46.235001,46.365002,44.309879,102847600
2018-06-22,46.529999,46.537498,46.174999,46.23,44.180862,108801600
2018-06-25,45.849998,46.23,45.182499,45.5425,43.523846,126652400
2018-06-26,45.747501,46.6325,45.634998,46.107498,44.063805,98276800
2018-06-27,46.307499,46.82,46.0075,46.040001,43.999294,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375,44.319443,69460800
2018-06-29,46.572498,46.797501,45.727501,46.2775,44.226269,90950800
2018-07-02,45.955002,46.825001,45.855,46.794998,44.720833,70925200
2018-07-03,46.947498,46.987499,45.884998,45.98,43.941948,55819200
2018-07-05,46.314999,46.602501,46.07,46.349998,44.295551,66416800
2018-07-06,46.355,47.107498,46.299999,46.9925,44.909573,69940800
2018-07-09,47.375,47.669998,47.325001,47.645,45.533146,79026400
2018-07-10,47.677502,47.82,47.544998,47.587502,45.478195,63756400
2018-07-11,47.125,47.445,46.9025,46.970001,44.888069,75326000
2018-07-12,47.3825,47.852501,47.327499,47.7575,45.640667,72164400
2018-07-13,47.77,47.959999,47.724998,47.8325,45.712341,50055600
2018-07-16,47.880001,48.162498,47.605,47.727501,45.611984,60172400
2018-07-17,47.4375,47.967499,47.299999,47.862499,45.741016,62138000
2018-07-18,47.945,47.950001,47.482498,47.599998,45.49015,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,45.843742,81147200
2018-07-20,47.945,48.107498,47.5425,47.860001,45.738617,82704800
2018-07-23,47.669998,47.990002,47.389999,47.9025,45.779236,63957600
2018-07-24,48.112499,48.415001,48.012501,48.25,46.11134,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.546165,66839600
2018-07-26,48.6525,48.990002,48.4025,48.552502,46.400433,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.628716,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.373081,84118000
2018-07-31,47.575001,48.035,47.334999,47.572498,45.463867,157492000
2018-08-01,49.782501,50.439999,49.327499,50.375,48.142143,271742800
2018-08-02,50.145,52.095001,50.087502,51.8475,49.549374,249616000
2018-08-03,51.7575,52.185001,51.369999,51.997501,49.692722,133789600
2018-08-06,52.0,52.3125,51.767502,52.267502,49.950764,101701600
2018-08-07,52.330002,52.375,51.689999,51.7775,49.482475,102349600
2018-08-08,51.512501,51.952499,51.130001,51.8125,49.515923,90102000
2018-08-09,52.3825,52.445,51.799999,52.220001,49.905361,93970400
2018-08-10,51.84,52.275002,51.6675,51.8825,49.756718,98444800
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.077991,103563600
2018-08-14,52.540001,52.639999,52.064999,52.4375,50.288975,82992000
2018-08-15,52.305,52.685001,52.0825,52.560001,50.406464,115230400
2018-08-16,52.9375,53.452499,52.8675,53.330002,51.144917,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395,52.166275,141708000
2018-08-20,54.525002,54.794998,53.7775,53.865002,51.657986,121150800
2018-08-21,54.200001,54.297501,53.5075,53.759998,51.557285,104639200
2018-08-22,53.525002,54.09,53.459999,53.762501,51.559689,76072400
2018-08-23,53.662498,54.262501,53.650002,53.872501,51.66518,75532800
2018-08-24,54.150002,54.224998,53.7775,54.040001,51.825813,73905600
2018-08-27,54.287498,54.685001,54.0825,54.485001,52.252586,82100400
2018-08-28,54.752499,55.134998,54.73,54.924999,52.674557,91107200
2018-08-29,55.037498,55.872501,54.852501,55.744999,53.46096,109019200
2018-08-30,55.8125,57.064999,55.599998,56.2575,53.952457,195175200
2018-08-31,56.627499,57.217499,56.5,56.907501,54.575829,173360400
2018-09-04,57.102501,57.294998,56.657501,57.09,54.750851,109560400
2018-09-05,57.247501,57.4175,56.275002,56.717499,54.393616,133332000
2018-09-06,56.557499,56.837502,55.325001,55.775002,53.489731,137160000
2018-09-07,55.462502,56.342499,55.177502,55.325001,53.058174,150479200
2018-09-10,55.237499,55.462502,54.1175,54.5825,52.346085,158066000
2018-09-11,54.502499,56.075001,54.139999,55.962502,53.669556,142996000
2018-09-12,56.235001,56.25,54.959999,55.267502,53.003029,197114800
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.283329,166825600
2018-09-14,56.4375,56.709999,55.630001,55.959999,53.667149,127997200
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.23819,148780400
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.324505,126286800
2018-09-19,54.625,54.904999,53.825001,54.592499,52.355682,108495200
2018-09-20,55.060001,55.57,54.787498,55.0075,52.75367,106435200
2018-09-21,55.195,55.34,54.322498,54.415001,52.185459,384986800
2018-09-24,54.205002,55.314999,54.157501,55.197498,52.935879,110773600
2018-09-25,54.9375,55.705002,54.924999,55.547501,53.271549,98217600
2018-09-26,55.25,55.9375,54.939999,55.105,52.847179,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,53.933273,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.122696,91717600
2018-10-01,56.987499,57.355,56.587502,56.814999,54.487118,94403200
2018-10-02,56.8125,57.5,56.657501,57.32,54.971428,99152800
2018-10-03,57.512501,58.3675,57.445,58.017502,55.64035,114619200
2018-10-04,57.695,58.087502,56.682499,56.997501,54.662144,128168000
2018-10-05,56.990002,57.102501,55.145,56.072498,53.775036,134322000
2018-10-08,55.552502,56.200001,55.049999,55.942501,53.650364,118655600
2018-10-09,55.91,56.817501,55.5625,56.717499,54.393616,107564000
2018-10-10,56.365002,56.587502,54.012501,54.09,51.873768,167962400
2018-10-11,53.630001,54.875,53.080002,53.612499,51.415833,212497600
2018-10-12,55.105,55.720001,54.209999,55.5275,53.252369,161351600
2018-10-15,55.290001,55.4575,54.317501,54.34,52.113514,123164000
2018-10-16,54.732498,55.747501,54.189999,55.537498,53.261959,116736000
2018-10-17,55.575001,55.66,54.834999,55.297501,53.031788,91541600
2018-10-18,54.465,54.935001,53.25,54.005001,51.792248,130325200
2018-10-19,54.514999,55.314999,54.357498,54.827499,52.581059,132314800
2018-10-22,54.947498,55.84,54.735001,55.162498,52.902317,115168400
2018-10-23,53.9575,55.8125,53.674999,55.682499,53.401016,155071200
2018-10-24,55.650002,56.057499,53.634998,53.772499,51.569275,163702000
2018-10-25,54.427502,55.345001,54.1875,54.950001,52.698528,119423200
2018-10-26,53.974998,55.047501,53.1675,54.075001,51.859383,189033600
2018-10-29,54.797501,54.922501,51.522499,53.060001,50.885975,183742000
2018-10-30,52.787498,53.794998,52.317501,53.325001,51.140114,146640000
2018-10-31,54.220001,55.112499,54.154999,54.715,52.473164,153435600
2018-11-01,54.762501,55.59,54.202499,55.555,53.278744,233292800
2018-11-02,52.387501,53.412498,51.357498,51.869999,49.744728,365314800
2018-11-05,51.075001,51.0975,49.5425,50.397499,48.33255,264654800
2018-11-06,50.48,51.18,50.422501,50.942501,48.855236,127531600
2018-11-07,51.4925,52.514999,51.032501,52.487499,50.336914,133697600
2018-11-08,52.494999,52.529999,51.6875,52.122501,50.161301,101450400
2018-11-09,51.387501,51.502499,50.5625,51.1175,49.194118,137463200
2018-11-12,49.75,49.962502,48.447498,48.5425,46.716003,204542000
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.249252,187531600
2018-11-14,48.474998,48.619999,46.482498,46.700001,44.942833,243204000
2018-11-15,47.0975,47.9925,46.724998,47.852501,46.051971,185915200
2018-11-16,47.625,48.7425,47.365002,48.3825,46.562027,147713200
2018-11-19,47.5,47.674999,46.247501,46.465,44.716671,167701200
2018-11-20,44.592499,45.3675,43.877499,44.244999,42.5802,271300800
2018-11-21,44.932499,45.067501,44.137501,44.195,42.532089,124496800
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.45182,94496000
2018-11-26,43.560001,43.737499,42.564999,43.654999,42.012402,179994000
2018-11-27,42.877499,43.692501,42.720001,43.560001,41.920975,165549600
2018-11-28,44.182499,45.322498,43.732498,45.235001,43.532955,184250000
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.198528,167080000
2018-11-30,45.072498,45.0825,44.2575,44.645,42.965141,158126000
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.466454,163210000
2018-12-04,45.237499,45.5975,44.067501,44.172501,42.510433,165377200
2018-12-06,42.939999,43.695,42.605,43.68,42.036457,172393600
2018-12-07,43.372501,43.622501,42.075001,42.122501,40.537563,169126400
2018-12-10,41.25,42.522499,40.8325,42.400002,40.804623,248104000
2018-12-11,42.915001,42.947498,41.75,42.157501,40.571239,189126800
2018-12-12,42.599998,42.98,42.255001,42.275002,40.684334,142510800
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.129421,127594400
2018-12-14,42.25,42.27,41.32,41.369999,39.813374,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.442867,177151600
2018-12-18,41.345001,41.8825,41.0975,41.517502,39.95533,135366000
2018-12-19,41.5,41.862499,39.772499,40.2225,38.709053,196189200
2018-12-20,40.099998,40.5275,38.825001,39.2075,37.732246,259092000
2018-12-21,39.215,39.540001,37.407501,37.682499,36.264622,382978400
2018-12-24,37.037498,37.887501,36.647499,36.7075,35.326313,148676800
2018-12-26,37.075001,39.307499,36.68,39.2925,37.814053,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,37.568638,212468400
2018-12-28,39.375,39.630001,38.637501,39.057499,37.587887,169165600
2018-12-31,39.6325,39.84,39.119999,39.435001,37.951183,140014000
2019-01-02,38.7225,39.712502,38.557499,39.48,37.994492,148158800
2019-01-03,35.994999,36.43,35.5,35.547501,34.209965,365248800
2019-01-04,36.1325,37.137501,35.950001,37.064999,35.670357,234428400
2019-01-07,37.174999,37.2075,36.474998,36.982498,35.590958,219111200
2019-01-08,37.389999,37.955002,37.130001,37.6875,36.269436,164101200
2019-01-09,37.822498,38.6325,37.407501,38.327499,36.885357,180396400
2019-01-10,38.125,38.4925,37.715,38.450001,37.00325,143122800
2019-01-11,38.220001,38.424999,37.877499,38.072498,36.639954,108092800
2019-01-14,37.712502,37.817501,37.305,37.5,36.088993,129756800
2019-01-15,37.567501,38.3475,37.512501,38.267502,36.827614,114843600
2019-01-16,38.27,38.970001,38.25,38.735001,37.277523,122278800
2019-01-17,38.549999,39.415001,38.314999,38.965,37.498871,119284800
2019-01-18,39.375,39.470001,38.994999,39.205002,37.729843,135004000
2019-01-22,39.102501,39.182499,38.154999,38.325001,36.882954,121576000
2019-01-23,38.537498,38.785,37.924999,38.48,37.032112,92522400
2019-01-24,38.5275,38.619999,37.935001,38.174999,36.738598,101766000
2019-01-25,38.869999,39.532501,38.580002,39.439999,37.956001,134142000
2019-01-28,38.947498,39.0825,38.415001,39.075001,37.604736,104768400
2019-01-29,39.0625,39.532501,38.5275,38.669998,37.21497,166348800
2019-01-30,40.8125,41.537498,40.057499,41.3125,39.758038,244439200
2019-01-31,41.5275,42.25,41.139999,41.610001,40.04435,162958400
2019-02-01,41.740002,42.244999,41.482498,41.630001,40.063599,130672400
2019-02-04,41.852501,42.915001,41.82,42.8125,41.201603,125982000
2019-02-05,43.215,43.77,43.087502,43.544998,41.906532,144406400
2019-02-06,43.662498,43.892502,43.212502,43.560001,41.920975,112958400
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.127022,126966800
2019-02-08,42.247501,42.665001,42.105,42.602501,41.175354,95280000
2019-02-11,42.762501,42.802502,42.3125,42.357498,40.938553,83973600
2019-02-12,42.525002,42.75,42.424999,42.7225,41.291328,89134000
2019-02-13,42.8475,43.119999,42.48,42.544998,41.119774,89960800
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.269573,87342800
2019-02-15,42.8125,42.924999,42.4375,42.605,41.177765,98507200
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.300983,75891200
2019-02-20,42.797501,43.330002,42.747501,43.0075,41.566776,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.332397,68998800
2019-02-22,42.895,43.25,42.845001,43.2425,41.793903,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.098347,87493600
2019-02-26,43.427502,43.825001,43.2925,43.5825,42.122513,68280800
2019-02-27,43.302502,43.75,43.182499,43.717499,42.252991,111341600
2019-02-28,43.580002,43.727501,43.23,43.287498,41.837387,112861600
2019-03-01,43.57,43.787498,43.2225,43.7425,42.277161,103544800
2019-03-04,43.922501,44.4375,43.4925,43.962502,42.489784,109744800
2019-03-05,43.985001,44.0,43.634998,43.8825,42.412464,78949600
2019-03-06,43.6675,43.872501,43.485001,43.630001,42.168411,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125,41.680344,99185600
2019-03-08,42.580002,43.267502,42.375,43.227501,41.7794,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.226746,128044000
2019-03-12,45.0,45.6675,44.842499,45.227501,43.712402,129870400
2019-03-13,45.5625,45.825001,45.23,45.427502,43.905704,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.393784,94318000
2019-03-15,46.212502,46.8325,45.935001,46.529999,44.971275,156171600
2019-03-18,46.450001,47.0975,46.447498,47.005001,45.430359,104879200
2019-03-19,47.087502,47.247501,46.48,46.6325,45.070332,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.464191,124140800
2019-03-21,47.505001,49.0825,47.452499,48.772499,47.138645,204136800
2019-03-22,48.834999,49.422501,47.695,47.762501,46.162487,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,45.604328,175381200
2019-03-26,47.915001,48.220001,46.145,46.697498,45.13316,199202000
2019-03-27,47.1875,47.439999,46.637501,47.1175,45.539085,119393600
2019-03-28,47.237499,47.389999,46.8825,47.18,45.599499,83121600
2019-03-29,47.4575,47.52,47.134998,47.487499,45.896698,94256000
2019-04-01,47.91,47.919998,47.095001,47.810001,46.208393,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,46.880112,91062800
2019-04-03,48.3125,49.125,48.287498,48.837502,47.201462,93087200
2019-04-04,48.697498,49.092499,48.285,48.922501,47.283623,76457200
2019-04-05,49.112499,49.275002,48.982498,49.25,47.600159,74106400
2019-04-08,49.105,50.057499,49.084999,50.025002,48.349201,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875,48.20422,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,48.474838,86781200
2019-04-11,50.212502,50.25,49.610001,49.737499,48.071327,83603200
2019-04-12,49.799999,50.035,49.052502,49.717499,48.052002,111042800
2019-04-15,49.645,49.962502,49.502499,49.807499,48.138973,70146400
2019-04-16,49.865002,50.342499,49.639999,49.8125,48.14381,102785600
2019-04-17,49.884998,50.845001,49.6525,50.782501,49.08131,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965,49.257706,96783200
2019-04-22,50.7075,51.235001,50.584999,51.1325,49.41959,77758000
2019-04-23,51.107498,51.9375,50.974998,51.869999,50.132381,93292000
2019-04-24,51.84,52.119999,51.762501,51.790001,50.055069,70162400
2019-04-25,51.7075,51.939999,51.279999,51.32,49.600815,74172800
2019-04-26,51.224998,51.25,50.529999,51.075001,49.364021,74596400
2019-04-29,51.099998,51.4925,50.965,51.1525,49.438919,88818800
2019-04-30,50.764999,50.849998,49.7775,50.1675,48.486919,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,50.866928,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,50.5359,127985200
2019-05-03,52.7225,52.959999,52.557499,52.9375,51.164127,83569600
2019-05-06,51.072498,52.209999,50.875,52.119999,50.374012,129772400
2019-05-07,51.470001,51.855,50.2075,50.715,49.016087,155054800
2019-05-08,50.474998,51.334999,50.4375,50.724998,49.025745,105358000
2019-05-09,50.099998,50.419998,49.165001,50.18,48.499001,139634400
2019-05-10,49.355,49.712502,48.192501,49.294998,47.827122,164834800
2019-05-13,46.927502,47.369999,45.712502,46.43,45.04744,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,45.760548,146118800
2019-05-15,46.567501,47.9375,46.505001,47.73,46.308731,106178800
2019-05-16,47.477501,48.1175,47.209999,47.52,46.104977,132125600
2019-05-17,46.732498,47.724998,46.689999,47.25,45.843018,131516400
2019-05-20,45.880001,46.087502,45.07,45.772499,44.409508,154449200
2019-05-21,46.305,47.0,46.174999,46.650002,45.260887,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695,44.334324,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,43.577545,146118800
2019-05-24,45.049999,45.535,44.654999,44.7425,43.410183,94858800
2019-05-28,44.73,45.147499,44.477501,44.557499,43.23069,111792800
2019-05-29,44.105,44.837502,44.0,44.345001,43.024529,113924800
2019-05-30,44.487499,44.807499,44.1675,44.575001,43.247677,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.464214,108174400
2019-06-03,43.900002,44.48,42.567501,43.325001,42.034889,161584400
2019-06-04,43.860001,44.9575,43.630001,44.91,43.572701,123872000
2019-06-05,46.07,46.247501,45.285,45.634998,44.276104,119093600
2019-06-06,45.77,46.3675,45.537498,46.305,44.926163,90105200
2019-06-07,46.627499,47.98,46.442501,47.537498,46.121952,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145,46.711365,104883600
2019-06-11,48.715,49.0,48.400002,48.702499,47.252262,107731600
2019-06-12,48.487499,48.9925,48.3475,48.547501,47.101891,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.092175,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,46.750175,75046000
2019-06-17,48.224998,48.740002,48.0425,48.4725,47.029114,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.135166,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,47.994484,84496800
2019-06-20,50.092499,50.1525,49.5075,49.865002,48.38015,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695,48.21521,191202400
2019-06-24,49.634998,50.040001,49.5425,49.645,48.166691,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.436615,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,48.462612,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,48.448055,83598800
2019-06-28,49.669998,49.875,49.262501,49.48,48.006618,124442400
2019-07-01,50.7925,51.122501,50.162498,50.387501,48.887093,109012000
2019-07-02,50.352501,50.782501,50.34,50.682499,49.173302,67740800
2019-07-03,50.82,51.110001,50.672501,51.102501,49.580799,45448000
2019-07-05,50.837502,51.27,50.724998,51.057499,49.537144,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,48.515987,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,48.811909,82312000
