,Date,Open,High,Low,Close,Adj Close,Volume
77,2019-06-03,12.367333,14.066667,11.799333,13.633333,13.633333,1149426000
78,2019-06-10,14.016667,14.892,13.834,14.328,14.328,795565500
79,2019-06-17,14.365333,15.649333,14.284667,14.790667,14.790667,775099500
80,2019-06-24,14.882667,15.148667,14.49,14.897333,14.897333,504468000
81,2019-07-01,15.347333,16.104668,14.814667,15.54,15.54,581088000
82,2019-07-08,15.416,16.358667,15.152,16.338667,16.338667,568978500
83,2019-07-15,16.533333,17.330667,16.323999,17.212,17.212,610812000
84,2019-07-22,17.25,17.738001,14.816667,15.202667,15.202667,830764500
85,2019-07-29,15.139333,16.445333,15.068667,15.622667,15.622667,614347500
86,2019-08-05,15.306667,15.986667,15.05,15.667333,15.667333,398122500
87,2019-08-12,15.532667,15.733333,14.103333,14.662667,14.662667,484990500
88,2019-08-19,14.947333,15.272667,14.066667,14.093333,14.093333,484900500
89,2019-08-26,14.24,15.496,14.102667,15.040667,15.040667,422905500
90,2019-09-02,14.938667,15.32,14.614,15.163333,15.163333,340497000
91,2019-09-09,15.333333,16.9,15.262667,16.346666,16.346666,504352500
92,2019-09-16,16.4,16.544666,15.877333,16.041332,16.041332,358687500
93,2019-09-23,16.0,16.580667,14.557333,16.142,16.142,744895500
94,2019-09-30,16.200001,16.396667,14.952,15.428667,15.428667,611299500
95,2019-10-07,15.32,16.738667,15.236667,16.525999,16.525999,575932500
96,2019-10-14,16.526667,17.652,16.475332,17.129999,17.129999,507615000
97,2019-10-21,17.222,22.0,16.678667,21.875334,21.875334,1119138000
98,2019-10-28,21.836,22.722668,20.653334,20.887333,20.887333,789709500
99,2019-11-04,20.986668,22.766666,20.617332,22.476,22.476,663117000
100,2019-11-11,22.93,23.755333,22.799999,23.478001,23.478001,555601500
101,2019-11-18,23.528,24.08,22.0,22.202667,22.202667,627463500
102,2019-11-25,22.954666,22.971333,21.806667,21.996,21.996,424621500
103,2019-12-02,21.959999,22.590668,21.816668,22.392668,22.392668,442773000
104,2019-12-09,22.439333,24.347334,22.338667,23.892668,23.892668,586260000
105,2019-12-16,24.17,27.533333,24.166668,27.039333,27.039333,1104777000
106,2019-12-23,27.452,29.020666,27.333332,28.691999,28.691999,629308500
107,2019-12-30,28.586,30.266666,26.805332,29.534,29.534,752740500
108,2020-01-06,29.364668,33.253334,29.333332,31.876667,31.876667,1508389500
109,2020-01-13,32.900002,36.493999,32.799999,34.033333,34.033333,1623726000
110,2020-01-20,35.349998,39.633331,35.227333,37.654667,37.654667,1247656500
111,2020-01-27,36.132668,43.533333,35.952,43.371334,43.371334,1318846500
112,2020-02-03,44.912666,64.599335,44.901333,49.871334,49.871334,3200578500
113,2020-02-10,53.333332,54.666,49.0,53.335335,53.335335,1355883000
114,2020-02-17,56.106667,62.985332,55.490665,60.066666,60.066666,1106316000
115,2020-02-24,55.933334,57.566666,40.768002,44.532665,44.532665,1426024500
116,2020-03-02,47.417332,53.798668,45.618,46.898666,46.898666,1268154000
117,2020-03-09,40.359333,44.533333,33.466667,36.441334,36.441334,1313100000
118,2020-03-16,31.299999,32.991333,23.367332,28.502001,28.502001,1901269500
119,2020-03-23,28.906668,37.333332,27.366667,34.290668,34.290668,1384957500
120,2020-03-30,34.017334,36.197334,29.76,32.000668,32.000668,1283149500
121,2020-04-06,34.080002,38.345333,33.197334,38.200001,38.200001,886914000
122,2020-04-13,39.344002,51.663334,38.702,50.259335,50.259335,1656225000
123,2020-04-20,48.846668,51.037998,44.919334,48.343334,48.343334,1133548500
124,2020-04-27,49.174,57.987999,45.535999,46.754665,46.754665,1696846500
125,2020-05-04,46.733334,54.933334,46.533333,54.627998,54.627998,1124493000
126,2020-05-11,52.700668,56.219334,50.886665,53.278,53.278,1135389000
127,2020-05-18,55.185333,55.647999,53.066666,54.458668,54.458668,762805500
128,2020-05-25,55.633331,55.666668,52.333332,55.666668,55.666668,579889500
129,2020-06-01,57.200001,60.577332,56.939999,59.043999,59.043999,797313000
130,2020-06-08,61.266666,68.498665,60.610668,62.352001,62.352001,1152093000
131,2020-06-15,61.186001,67.946671,60.566666,66.726669,66.726669,871060500
132,2020-06-22,66.66333,67.466667,62.476665,63.982666,63.982666,626950500
133,2020-06-29,64.60067,81.866669,63.234669,80.577332,80.577332,847828500
134,2020-07-06,85.112663,103.26133,84.402664,102.976669,102.976669,1401391500
135,2020-07-13,110.599998,119.666,95.400002,100.056,100.056,1536031500
136,2020-07-20,101.267334,112.599998,91.102669,94.466667,94.466667,1366722000
137,2020-07-27,95.666664,104.313332,94.199997,95.384003,95.384003,916702500
138,2020-08-03,96.613335,101.827332,94.334,96.847336,96.847336,555912000
139,2020-08-10,96.533333,111.253334,91.0,110.047333,110.047333,1064706000
140,2020-08-17,111.800003,139.699326,111.522003,136.665329,136.665329,1365352500
141,2020-08-24,141.751999,154.565994,128.501328,147.559998,147.559998,1331041500
142,2020-08-31,148.203339,167.496674,124.006668,139.440002,139.440002,1506928800
143,2020-09-07,118.666664,132.996674,109.959999,124.239998,124.239998,1021738800
144,2020-09-14,126.98333,153.979996,124.433334,147.383331,147.383331,1247352300
145,2020-09-21,151.043335,151.893326,117.099998,135.779999,135.779999,1343704200
146,2020-09-28,141.539993,149.626663,137.199997,138.363327,138.363327,810768000
147,2020-10-05,141.116669,146.333328,135.350006,144.666672,144.666672,619030800
148,2020-10-12,147.333328,155.300003,145.53334,146.556671,146.556671,568748400
149,2020-10-19,148.746674,149.0,135.793335,140.210007,140.210007,522074400
150,2020-10-26,137.210007,143.5,126.370003,129.346664,129.346664,424631100
151,2020-11-02,131.333328,146.666672,130.766663,143.316666,143.316666,436909200
152,2020-11-09,146.5,150.833328,132.009995,136.166672,136.166672,366303300
153,2020-11-16,136.309998,169.536667,134.696671,163.203339,163.203339,784374300
154,2020-11-23,167.833328,199.593338,167.263336,195.253326,195.253326,571200300
155,2020-11-30,200.736664,202.600006,180.403336,199.679993,199.679993,668506800
156,2020-12-07,201.639999,218.106674,188.779999,203.330002,203.330002,916272300
157,2020-12-14,206.333328,231.666672,201.666672,231.666672,231.666672,1252812600
158,2020-12-21,222.080002,222.833328,204.743332,220.589996,220.589996,497399700
159,2020-12-28,224.83667,239.573334,218.333328,235.223328,235.223328,443055900
160,2021-01-04,239.820007,294.829987,239.063339,293.339996,293.339996,756413400
161,2021-01-11,283.133331,289.333344,267.873322,275.386658,275.386658,626786100
162,2021-01-18,279.266663,286.5,276.206665,282.213318,282.213318,274861500
163,2021-01-25,285.0,300.133331,260.033325,264.51001,264.51001,459023400
164,2021-02-01,271.429993,293.5,265.186676,284.07666,284.07666,307381200
165,2021-02-08,289.890015,292.589996,261.776672,272.040009,272.040009,350779800
166,2021-02-15,272.666656,273.666656,254.003326,260.433319,260.433319,248142600
167,2021-02-22,254.213333,256.166656,206.333328,225.166672,225.166672,662270100
168,2021-03-01,230.036667,240.369995,179.830002,199.316666,199.316666,709177200
169,2021-03-08,200.183334,239.28334,186.263336,231.243332,231.243332,749261100
170,2021-03-15,231.363327,237.726669,208.206665,218.289993,218.289993,534067800
171,2021-03-22,228.196671,233.206665,199.963333,206.236664,206.236664,530631000
172,2021-03-29,205.213333,230.806671,197.003326,220.583328,220.583328,410115300
173,2021-04-05,235.903336,236.053329,222.613327,225.67334,225.67334,425356200
174,2021-04-12,228.566666,260.263336,227.363327,246.593338,246.593338,535902900
175,2021-04-19,239.866669,251.256668,230.600006,243.133331,243.133331,511413000
176,2021-04-26,247.0,249.766663,222.046661,236.479996,236.479996,457051800
177,2021-05-03,234.600006,235.333328,216.666672,224.123337,224.123337,389814300
178,2021-05-10,221.633331,221.683334,186.550003,196.580002,196.580002,567827100
179,2021-05-17,191.850006,198.893326,182.32666,193.626663,193.626663,496953300
180,2021-05-24,193.866669,211.863327,191.21666,208.406662,208.406662,420932700
181,2021-05-31,209.266663,211.266663,190.406662,199.683334,199.683334,286609500
182,2021-06-07,197.276672,207.696671,194.293335,203.296661,203.296661,315919800
183,2021-06-14,204.07666,209.449997,197.833328,207.770004,207.770004,322783500
184,2021-06-21,208.160004,232.539993,202.960007,223.956665,223.956665,460649700
185,2021-06-28,223.880005,233.333328,223.440002,226.300003,226.300003,310870200
186,2021-07-05,227.236664,228.0,206.820007,218.983337,218.983337,248970900
187,2021-07-12,220.733337,231.093338,212.626663,214.740005,214.740005,315344700
188,2021-07-19,209.963333,221.619995,207.096664,214.460007,214.460007,241344300
189,2021-07-26,216.990005,232.509995,209.080002,229.066666,229.066666,402622500
190,2021-08-02,233.333328,242.313339,232.543335,233.03334,233.03334,302343900
191,2021-08-09,236.723328,243.300003,233.133331,239.056671,239.056671,216416400
192,2021-08-16,235.023331,236.5,216.279999,226.753326,226.753326,287710500
193,2021-08-23,228.479996,238.990005,226.916672,237.306671,237.306671,219125100
194,2021-08-30,238.240005,247.330002,237.57666,244.523331,244.523331,242061900
195,2021-09-06,246.666672,254.816666,244.839996,245.42334,245.42334,204284100
196,2021-09-13,246.736664,253.679993,236.28334,253.16333,253.16333,296888100
197,2021-09-20,244.853333,258.266663,239.539993,258.130005,258.130005,268605600
198,2021-09-27,257.706665,266.333344,254.529999,258.406677,258.406677,328147200
199,2021-10-04,265.5,268.98999,257.73999,261.829987,261.829987,298449300
200,2021-10-11,262.549988,281.070007,261.833344,281.01001,281.01001,244536600
201,2021-10-18,283.929993,303.333344,283.823334,303.226654,303.226654,329948100
202,2021-10-25,316.843323,371.736664,314.733337,371.333344,371.333344,662775600
203,2021-11-01,381.666656,414.496674,372.886658,407.363342,407.363342,541323600
204,2021-11-08,383.263336,399.0,329.103333,344.473328,344.473328,549971700
205,2021-11-15,339.209991,379.573334,326.200012,379.019989,379.019989,405913800
206,2021-11-22,387.443329,400.649994,354.0,360.640015,360.640015,310455900
207,2021-11-29,366.996674,390.946655,333.40332,338.323334,338.323334,373556700
208,2021-12-06,333.83667,357.459991,316.833344,339.01001,339.01001,298756800
209,2021-12-13,333.696655,335.0,303.013336,310.856659,310.856659,407779800
210,2021-12-20,303.566681,357.660004,295.373322,355.666656,355.666656,314345400
211,2021-12-27,357.890015,373.0,351.049988,352.26001,352.26001,275398500
212,2022-01-03,382.583344,402.666656,336.666656,342.320007,342.320007,458800800
213,2022-01-10,333.333344,371.866669,326.666656,349.869995,349.869995,411751500
214,2022-01-17,342.203339,356.929993,313.5,314.633331,314.633331,316090500
215,2022-01-24,301.58667,329.230011,264.003326,282.116669,282.116669,624927600
216,2022-01-31,290.90332,314.566681,287.350006,307.773346,307.773346,396848100
217,2022-02-07,307.929993,315.92334,283.566681,286.666656,286.666656,309755700
218,2022-02-14,287.190002,308.809998,279.203339,285.660004,285.660004,300017100
219,2022-02-21,278.043335,285.57666,233.333328,269.956665,269.956665,389934900
220,2022-02-28,271.670013,296.626678,271.570007,279.429993,279.429993,377040300
221,2022-03-07,285.433319,288.713318,260.723328,265.116669,265.116669,337762800
222,2022-03-14,260.203339,302.616669,252.013336,301.796661,301.796661,389019300
223,2022-03-21,304.993347,346.899994,302.363342,336.880005,336.880005,439478700
224,2022-03-28,355.033325,371.589996,351.200012,361.529999,361.529999,339241800
225,2022-04-04,363.126678,384.290009,340.513336,341.829987,341.829987,385920300
226,2022-04-11,326.799988,342.079987,324.366669,328.333344,328.333344,238876500
227,2022-04-18,329.676666,364.073334,324.470001,335.016663,335.016663,347387100
228,2022-04-25,326.323334,336.206665,273.899994,290.253326,290.253326,494512800
229,2022-05-02,286.92334,318.5,281.036682,288.549988,288.549988,386556900
230,2022-05-09,278.816681,281.876678,226.666672,256.529999,256.529999,504900300
231,2022-05-16,255.720001,256.58667,211.0,221.300003,221.300003,489416400
232,2022-05-23,218.339996,253.266663,206.856674,253.210007,253.210007,465433500
233,2022-05-30,257.946655,264.209991,233.416672,234.516663,234.516663,385029300
234,2022-06-06,244.353333,255.546661,227.91333,232.229996,232.229996,427251600
235,2022-06-13,223.166672,235.66333,208.693329,216.759995,216.759995,519920400
236,2022-06-20,224.603333,246.833328,224.333328,245.706665,245.706665,423873900
237,2022-06-27,249.366669,252.070007,218.863327,227.263336,227.263336,431527500
238,2022-07-04,223.0,254.979996,216.166672,250.763336,250.763336,340219500
239,2022-07-11,252.103333,253.063339,225.03334,240.066666,240.066666,433367100
240,2022-07-18,244.936661,280.786682,236.976669,272.243347,272.243347,497796900
241,2022-07-25,272.216675,298.320007,256.263336,297.149994,297.149994,399040200
242,2022-08-01,301.276672,313.606659,285.543335,288.170013,288.170013,478140600
243,2022-08-08,295.0,305.200012,279.353333,300.029999,300.029999,429969600
244,2022-08-15,301.786682,314.666656,292.5,296.666656,296.666656,355157400
245,2022-08-22,291.91333,303.646667,286.296661,288.089996,288.089996,287481800
246,2022-08-29,282.829987,288.480011,266.149994,270.209991,270.209991,249690900
247,2022-09-05,272.679993,299.850006,265.73999,299.679993,299.679993,213940100
248,2022-09-12,300.720001,309.119995,290.399994,303.350006,303.350006,341416200
249,2022-09-19,300.089996,313.799988,272.820007,275.329987,275.329987,318723500
250,2022-09-26,271.829987,289.0,262.470001,265.25,265.25,320014100
251,2022-10-03,254.5,257.5,222.020004,223.070007,223.070007,448139900
252,2022-10-10,223.929993,226.990005,204.160004,204.990005,204.990005,397406400
253,2022-10-17,210.039993,229.820007,202.0,214.440002,214.440002,415404100
254,2022-10-24,205.820007,233.809998,198.589996,228.520004,228.520004,412758400
255,2022-10-31,226.190002,237.399994,203.080002,207.470001,207.470001,342474400
256,2022-11-07,208.649994,208.899994,177.119995,195.970001,195.970001,596889200
257,2022-11-14,192.770004,200.820007,176.550003,180.190002,180.190002,390472900
258,2022-11-21,175.850006,185.199997,166.190002,182.860001,182.860001,331544400
259,2022-11-28,179.960007,198.919998,178.75,194.860001,194.860001,439028300
260,2022-12-05,189.440002,191.270004,169.059998,179.050003,179.050003,471857900
