Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,117.475731,125.572815,117.048546,123.417473,118.738518,32583535
2018-02-01,122.669907,124.970871,109.679611,112.864075,108.585213,23816896
2018-03-01,112.621361,118.155342,104.194176,105.864075,101.850586,27276254
2018-04-01,105.718445,114.252426,101.242722,111.815536,107.814949,27958114
2018-05-01,111.873787,114.776695,105.330093,108.262138,104.38868,28119206
2018-06-01,108.922333,112.223305,106.310677,108.194176,104.323158,20871405
2018-07-01,107.271843,124.640778,106.776695,121.864075,117.760742,23500171
2018-08-01,121.592232,123.699028,117.446602,120.029129,115.987587,21934365
2018-09-01,120.349518,130.631073,116.990288,127.640778,123.342941,20482580
2018-10-01,127.970871,128.446609,109.135925,110.281555,106.765274,28578895
2018-11-01,110.533981,116.009712,107.43689,113.611649,109.989189,23207239
2018-12-01,114.174759,114.815536,94.165047,100.699028,97.488312,31589070
2019-01-01,99.922333,106.592232,95.728157,106.368935,103.220238,27790533
2019-02-01,111.902916,121.543686,110.281555,120.504852,116.937721,26367588
2019-03-01,121.281555,125.786407,116.582527,123.980583,120.310562,26937590
2019-04-01,124.70874,125.932037,114.582527,119.572815,116.253143,29676051
2019-05-01,119.504852,121.980583,107.932037,110.611649,107.540764,23115054
2019-06-01,110.79612,120.067963,110.126213,114.310677,111.137115,24028458
2019-07-01,115.339806,132.737869,112.844658,131.194168,127.819618,29777815
2019-08-01,131.262131,136.43689,128.873779,135.14563,131.669418,25506096
2019-09-01,134.135925,139.388351,129.902908,133.271851,129.843842,21829717
2019-10-01,133.359222,135.097092,126.475731,134.203888,130.981659,19631697
2019-11-01,135.398056,143.223297,132.097092,141.048538,137.661926,19774455
2019-12-01,141.330093,147.252426,138.514557,145.320389,141.831207,18998865
2020-01-01,145.611649,147.990295,140.805832,143.592239,140.367874,19473695
2020-02-01,144.446609,156.41748,128.650482,132.184464,129.216263,26989296
2020-03-01,132.796112,138.300964,72.20388,98.135925,95.932289,61291283
2020-04-01,94.223305,119.514565,85.43689,116.213593,113.886292,40774095
2020-05-01,114.174759,126.582527,105.611649,122.660194,120.203796,30853753
2020-06-01,122.310677,135.368927,108.737862,115.883492,113.562798,37872070
2020-07-01,116.310677,135.776703,111.699028,130.932037,128.577606,29383119
2020-08-01,131.553391,138.067963,125.757278,136.776703,134.317154,21524425
2020-09-01,136.097092,143.611649,125.388351,132.174759,129.797989,20682503
2020-10-01,133.14563,145.718445,126.262138,128.252426,126.168343,22550511
2020-11-01,129.970871,160.339813,127.029129,144.776703,142.424088,27838634
2020-12-01,146.106796,150.252426,137.029129,149.601944,147.170929,19609861
2021-01-01,151.135925,161.097092,146.407761,149.194168,147.006607,24787362
2021-02-01,150.359222,165.097092,147.805832,158.310684,155.989456,27383374
2021-03-01,160.213593,161.611649,149.611649,155.41748,153.138641,28927962
2021-04-01,155.41748,175.106796,153.747574,172.0,169.736069,20837621
2021-05-01,173.300964,173.553391,158.320389,163.427185,161.276093,21938382
2021-06-01,164.533981,165.029129,151.194168,156.135925,154.080811,32119314
2021-07-01,156.796112,160.174759,144.990295,158.660187,156.800766,24508644
2021-08-01,159.300964,160.58252,138.699036,146.067963,144.35611,39190264
2021-09-01,146.368927,149.281555,135.252426,142.097092,140.431778,34975401
2021-10-01,143.194168,147.427185,135.184464,138.951462,137.541824,19656005
2021-11-01,139.359222,144.407761,116.067963,116.116508,114.938538,39520688
2021-12-01,117.679611,126.533981,113.20388,123.339806,122.088554,43083355
2022-01-01,123.640778,129.699036,114.446602,119.43689,118.449097,37861049
2022-02-01,119.582527,123.699028,105.310677,123.485435,122.464165,41357899
2022-03-01,124.769997,129.899994,114.269997,127.900002,126.842216,44165700
2022-04-01,126.75,135.050003,120.400002,120.75,119.981201,27717800
2022-05-01,121.330002,126.790001,111.5,120.209999,119.444633,28159200
2022-06-01,120.830002,122.209999,101.220001,105.059998,104.39109,28429300
2022-07-01,105.209999,111.389999,100.389999,110.389999,109.935127,23503400
2022-08-01,109.25,117.919998,106.110001,106.32,105.881897,19399800
2022-09-01,106.07,119.629997,103.739998,104.550003,104.119194,24460600
2022-10-01,106.010002,113.739998,102.599998,113.349998,113.135445,22287400
2022-11-01,113.660004,120.139999,103.75,120.099998,119.872665,25819100
2022-12-01,120.989998,130.839996,120.349998,127.5,127.258659,27413400
